dataset,target_score,construction_mode,selection_rank,requested_activation_ratio,activation_ratio,event_id,active,line_budget,start_line_id,end_line_id,requested_entropy_per_active_slot,target_entropy_per_active_slot,achieved_entropy_per_active_slot,ground_truth_group_ld,value_counts,placeholder_count,template
OpenStack,0.5,ground-truth,1,0.7071067811865476,0.7073170731707317,E35,1,64,1,64,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,4,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
OpenStack,0.5,ground-truth,2,0.7071067811865476,0.7073170731707317,E21,1,64,65,128,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,1,[instance: <*>] VM Resumed (Lifecycle Event)
OpenStack,0.5,ground-truth,3,0.7071067811865476,0.7073170731707317,E30,1,64,129,192,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,1,Compute_service record updated for <*>
OpenStack,0.5,ground-truth,4,0.7071067811865476,0.7073170731707317,E13,1,64,193,256,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,2,[instance: <*>] Took <*> seconds to deallocate network for instance.
OpenStack,0.5,ground-truth,5,0.7071067811865476,0.7073170731707317,E7,1,64,257,320,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,1,[instance: <*>] During sync_power_state the instance has a pending task (spawning). Skip.
OpenStack,0.5,ground-truth,6,0.7071067811865476,0.7073170731707317,E5,1,64,321,384,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,2,[instance: <*>] Deletion of <*> complete
OpenStack,0.5,ground-truth,7,0.7071067811865476,0.7073170731707317,E36,1,64,385,448,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,1,Removable base files: <*>
OpenStack,0.5,ground-truth,8,0.7071067811865476,0.7073170731707317,E37,1,64,449,512,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,1,Removing base or swap file: <*>
OpenStack,0.5,ground-truth,9,0.7071067811865476,0.7073170731707317,E15,1,64,513,576,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,2,[instance: <*>] Took <*> seconds to spawn the instance on the hypervisor.
OpenStack,0.5,ground-truth,10,0.7071067811865476,0.7073170731707317,E22,1,64,577,640,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,1,[instance: <*>] VM Started (Lifecycle Event)
OpenStack,0.5,ground-truth,11,0.7071067811865476,0.7073170731707317,E26,1,64,641,704,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,5,"<*> ""POST <*>"" status: <*> len: <*> time: <*>"
OpenStack,0.5,ground-truth,12,0.7071067811865476,0.7073170731707317,E4,1,64,705,768,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,2,[instance: <*>] Deleting instance files <*>
OpenStack,0.5,ground-truth,13,0.7071067811865476,0.7073170731707317,E42,1,64,769,832,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,1,Unknown base file: <*>
OpenStack,0.5,ground-truth,14,0.7071067811865476,0.7073170731707317,E19,1,64,833,896,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,1,"[instance: <*>] vcpu limit not specified, defaulting to unlimited"
OpenStack,0.5,ground-truth,15,0.7071067811865476,0.7073170731707317,E2,1,64,897,960,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,1,[instance: <*>] Claim successful
OpenStack,0.5,ground-truth,16,0.7071067811865476,0.7073170731707317,E8,1,64,961,1024,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,1,[instance: <*>] Instance destroyed successfully.
OpenStack,0.5,ground-truth,17,0.7071067811865476,0.7073170731707317,E28,1,64,1025,1088,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,1,Auditing locally available compute resources for node <*>
OpenStack,0.5,ground-truth,18,0.7071067811865476,0.7073170731707317,E32,1,64,1089,1152,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,7,Final resource view: name=<*> phys_ram=<*> used_ram=<*> phys_disk=<*> used_disk=<*> total_vcpus=<*> used_vcpus=<*> pci_stats=[]
OpenStack,0.5,ground-truth,19,0.7071067811865476,0.7073170731707317,E10,1,64,1153,1216,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,3,"[instance: <*>] memory limit: <*> MB, free: <*> MB"
OpenStack,0.5,ground-truth,20,0.7071067811865476,0.7073170731707317,E1,1,64,1217,1280,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,4,"[instance: <*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
OpenStack,0.5,ground-truth,21,0.7071067811865476,0.7073170731707317,E43,1,64,1281,1344,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,2,"While synchronizing instance power states, found <*> instances in the database and <*> instances on the hypervisor."
OpenStack,0.5,ground-truth,22,0.7071067811865476,0.7073170731707317,E20,1,64,1345,1408,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,1,[instance: <*>] VM Paused (Lifecycle Event)
OpenStack,0.5,ground-truth,23,0.7071067811865476,0.7073170731707317,E11,1,64,1409,1472,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,1,[instance: <*>] Terminating instance
OpenStack,0.5,ground-truth,24,0.7071067811865476,0.7073170731707317,E12,1,64,1473,1536,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,2,[instance: <*>] Took <*> seconds to build instance.
OpenStack,0.5,ground-truth,25,0.7071067811865476,0.7073170731707317,E9,1,64,1537,1600,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,1,[instance: <*>] Instance spawned successfully.
OpenStack,0.5,ground-truth,26,0.7071067811865476,0.7073170731707317,E18,1,64,1601,1664,0.706896551724138,0.706896551724138,0.7068530598169566,0.7068530598169566,12 3 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2,3,"[instance: <*>] Total vcpu: <*> VCPU, used: <*> VCPU"
