dataset,target_score,construction_mode,selection_rank,requested_activation_ratio,activation_ratio,event_id,active,line_budget,start_line_id,end_line_id,requested_entropy_per_active_slot,target_entropy_per_active_slot,achieved_entropy_per_active_slot,ground_truth_group_ld,value_counts,placeholder_count,template
Linux,0.5,ground-truth,1,0.7071067811865476,0.704225352112676,E10,1,64,1,64,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,3,apm: BIOS version <*> Flags <*> (Driver version <*>)
Linux,0.5,ground-truth,2,0.7071067811865476,0.704225352112676,E4,1,64,65,128,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1,ACPI disabled because your bios is from <*> and too old
Linux,0.5,ground-truth,3,0.7071067811865476,0.704225352112676,E108,1,64,129,192,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1,"Total HugeTLB memory allocated, <*>"
Linux,0.5,ground-truth,4,0.7071067811865476,0.704225352112676,E30,1,64,193,256,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1,Console: colour VGA+ <*>
Linux,0.5,ground-truth,5,0.7071067811865476,0.704225352112676,E71,1,64,257,320,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,3,"Mount-cache hash table entries: <*> (order: <*>, <*> bytes)"
Linux,0.5,ground-truth,6,0.7071067811865476,0.704225352112676,E9,1,64,321,384,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1,"ANONYMOUS FTP LOGIN FROM <*>, (anonymous)"
Linux,0.5,ground-truth,7,0.7071067811865476,0.704225352112676,E74,1,64,385,448,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,2,"Normal zone: <*> pages, LIFO batch:<*>"
Linux,0.5,ground-truth,8,0.7071067811865476,0.704225352112676,E115,1,64,449,512,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1,VFS: Disk quotas <*>
Linux,0.5,ground-truth,9,0.7071067811865476,0.704225352112676,E32,1,64,513,576,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,3,"CPU <*> irqstacks, hard=<*> soft=<*>"
Linux,0.5,ground-truth,10,0.7071067811865476,0.704225352112676,E73,1,64,577,640,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1,NET: Registered protocol family <*>
Linux,0.5,ground-truth,11,0.7071067811865476,0.704225352112676,E109,1,64,641,704,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1,Transparent bridge - <*>
Linux,0.5,ground-truth,12,0.7071067811865476,0.704225352112676,E83,1,64,705,768,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1,pci_hotplug: PCI Hot Plug PCI Core version: <*>
Linux,0.5,ground-truth,13,0.7071067811865476,0.704225352112676,E17,1,64,769,832,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,3,authentication failure; logname= uid=<*> euid=<*> tty=NODEVssh ruser= rhost=<*> user=guest
Linux,0.5,ground-truth,14,0.7071067811865476,0.704225352112676,E95,1,64,833,896,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1,sdpd <*> started
Linux,0.5,ground-truth,15,0.7071067811865476,0.704225352112676,E72,1,64,897,960,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,2,mtrr: <*> (<*>)
Linux,0.5,ground-truth,16,0.7071067811865476,0.704225352112676,E70,1,64,961,1024,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,6,"Memory: <*> available (<*> kernel code, <*> reserved, <*> data, <*> init, <*> highmem)"
Linux,0.5,ground-truth,17,0.7071067811865476,0.704225352112676,E3,1,64,1025,1088,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1,<*> LOWMEM available.
Linux,0.5,ground-truth,18,0.7071067811865476,0.704225352112676,E55,1,64,1089,1152,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,3,"Inode-cache hash table entries: <*> (order: <*>, <*> bytes)"
Linux,0.5,ground-truth,19,0.7071067811865476,0.704225352112676,E40,1,64,1153,1216,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1,Detected <*> MHz processor.
Linux,0.5,ground-truth,20,0.7071067811865476,0.704225352112676,E114,1,64,1217,1280,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1,Version <*> Starting
Linux,0.5,ground-truth,21,0.7071067811865476,0.704225352112676,E29,1,64,1281,1344,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,5,connection from <*> (<*>) at <*>:<*>:<*>
Linux,0.5,ground-truth,22,0.7071067811865476,0.704225352112676,E36,1,64,1345,1408,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1,creating device node '<*>'
Linux,0.5,ground-truth,23,0.7071067811865476,0.704225352112676,E96,1,64,1409,1472,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1,Security Scaffold <*> initialized
Linux,0.5,ground-truth,24,0.7071067811865476,0.704225352112676,E14,1,64,1473,1536,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,2,Authentication failed from <*> (<*>): Software caused connection abort
Linux,0.5,ground-truth,25,0.7071067811865476,0.704225352112676,E91,1,64,1537,1600,0.7100000000000001,0.7100000000000001,0.7099220602839101,0.7099220602839101,13 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,1,<*> LOGIN ON tty2
