dataset,target_score,construction_mode,selection_rank,requested_activation_ratio,activation_ratio,event_id,active,line_budget,start_line_id,end_line_id,requested_entropy_per_active_slot,target_entropy_per_active_slot,achieved_entropy_per_active_slot,ground_truth_group_ld,value_counts,placeholder_count,template
OpenStack,0.8,ground-truth,1,0.8944271909999159,0.9024390243902439,E35,1,64,1,64,0.8864864864864865,0.8864864864864865,0.8864332279311554,0.8864332279311554,5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,4,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
OpenStack,0.8,ground-truth,2,0.8944271909999159,0.9024390243902439,E21,1,64,65,128,0.8864864864864865,0.8864864864864865,0.8864332279311554,0.8864332279311554,5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,[instance: <*>] VM Resumed (Lifecycle Event)
OpenStack,0.8,ground-truth,3,0.8944271909999159,0.9024390243902439,E30,1,64,129,192,0.8864864864864865,0.8864864864864865,0.8864332279311554,0.8864332279311554,5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,Compute_service record updated for <*>
OpenStack,0.8,ground-truth,4,0.8944271909999159,0.9024390243902439,E13,1,64,193,256,0.8864864864864865,0.8864864864864865,0.8864332279311554,0.8864332279311554,5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,[instance: <*>] Took <*> seconds to deallocate network for instance.
OpenStack,0.8,ground-truth,5,0.8944271909999159,0.9024390243902439,E7,1,64,257,320,0.8864864864864865,0.8864864864864865,0.8864332279311554,0.8864332279311554,5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,[instance: <*>] During sync_power_state the instance has a pending task (spawning). Skip.
OpenStack,0.8,ground-truth,6,0.8944271909999159,0.9024390243902439,E5,1,64,321,384,0.8864864864864865,0.8864864864864865,0.8864332279311554,0.8864332279311554,5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,[instance: <*>] Deletion of <*> complete
OpenStack,0.8,ground-truth,7,0.8944271909999159,0.9024390243902439,E36,1,64,385,448,0.8864864864864865,0.8864864864864865,0.8864332279311554,0.8864332279311554,5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,Removable base files: <*>
OpenStack,0.8,ground-truth,8,0.8944271909999159,0.9024390243902439,E37,1,64,449,512,0.8864864864864865,0.8864864864864865,0.8864332279311554,0.8864332279311554,5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,Removing base or swap file: <*>
OpenStack,0.8,ground-truth,9,0.8944271909999159,0.9024390243902439,E15,1,64,513,576,0.8864864864864865,0.8864864864864865,0.8864332279311554,0.8864332279311554,5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,[instance: <*>] Took <*> seconds to spawn the instance on the hypervisor.
OpenStack,0.8,ground-truth,10,0.8944271909999159,0.9024390243902439,E22,1,64,577,640,0.8864864864864865,0.8864864864864865,0.8864332279311554,0.8864332279311554,5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,[instance: <*>] VM Started (Lifecycle Event)
OpenStack,0.8,ground-truth,11,0.8944271909999159,0.9024390243902439,E26,1,64,641,704,0.8864864864864865,0.8864864864864865,0.8864332279311554,0.8864332279311554,5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,5,"<*> ""POST <*>"" status: <*> len: <*> time: <*>"
OpenStack,0.8,ground-truth,12,0.8944271909999159,0.9024390243902439,E4,1,64,705,768,0.8864864864864865,0.8864864864864865,0.8864332279311554,0.8864332279311554,5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,[instance: <*>] Deleting instance files <*>
OpenStack,0.8,ground-truth,13,0.8944271909999159,0.9024390243902439,E42,1,64,769,832,0.8864864864864865,0.8864864864864865,0.8864332279311554,0.8864332279311554,5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,Unknown base file: <*>
OpenStack,0.8,ground-truth,14,0.8944271909999159,0.9024390243902439,E19,1,64,833,896,0.8864864864864865,0.8864864864864865,0.8864332279311554,0.8864332279311554,5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,"[instance: <*>] vcpu limit not specified, defaulting to unlimited"
OpenStack,0.8,ground-truth,15,0.8944271909999159,0.9024390243902439,E2,1,64,897,960,0.8864864864864865,0.8864864864864865,0.8864332279311554,0.8864332279311554,5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,[instance: <*>] Claim successful
OpenStack,0.8,ground-truth,16,0.8944271909999159,0.9024390243902439,E8,1,64,961,1024,0.8864864864864865,0.8864864864864865,0.8864332279311554,0.8864332279311554,5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,[instance: <*>] Instance destroyed successfully.
OpenStack,0.8,ground-truth,17,0.8944271909999159,0.9024390243902439,E28,1,64,1025,1088,0.8864864864864865,0.8864864864864865,0.8864332279311554,0.8864332279311554,5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,Auditing locally available compute resources for node <*>
OpenStack,0.8,ground-truth,18,0.8944271909999159,0.9024390243902439,E32,1,64,1089,1152,0.8864864864864865,0.8864864864864865,0.8864332279311554,0.8864332279311554,5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,7,Final resource view: name=<*> phys_ram=<*> used_ram=<*> phys_disk=<*> used_disk=<*> total_vcpus=<*> used_vcpus=<*> pci_stats=[]
