dataset,target_score,construction_mode,selection_rank,requested_activation_ratio,activation_ratio,event_id,active,line_budget,start_line_id,end_line_id,requested_entropy_per_active_slot,target_entropy_per_active_slot,achieved_entropy_per_active_slot,ground_truth_group_ld,value_counts,placeholder_count,template
Mac,0.6,ground-truth,1,0.7745966692414834,0.774468085106383,E105,1,64,1,64,0.7747252747252746,0.7747252747252746,0.7748995783912838,0.7748995783912838,20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,<IMMacNotificationCenterManager: <*>: notification observer: com.apple.FaceTime notification: __CFNotification <*> {name = _NSDoNotDisturbEnabledNotification}
Mac,0.6,ground-truth,2,0.7745966692414834,0.774468085106383,E122,1,64,65,128,0.7747252747252746,0.7747252747252746,0.7748995783912838,0.7748995783912838,20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds
Mac,0.6,ground-truth,3,0.7745966692414834,0.774468085106383,E61,1,64,129,192,0.7747252747252746,0.7747252747252746,0.7748995783912838,0.7748995783912838,20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,"<*>::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(<*>)"
Mac,0.6,ground-truth,4,0.7745966692414834,0.774468085106383,E52,1,64,193,256,0.7747252747252746,0.7747252747252746,0.7748995783912838,0.7748995783912838,20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,3,<*>(<*>) deny network-outbound <*>
Mac,0.6,ground-truth,5,0.7745966692414834,0.774468085106383,E225,1,64,257,320,0.7747252747252746,0.7747252747252746,0.7748995783912838,0.7748995783912838,20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,hciControllerOnline; HID devices? <*>
Mac,0.6,ground-truth,6,0.7745966692414834,0.774468085106383,E45,1,64,321,384,0.7747252747252746,0.7747252747252746,0.7748995783912838,0.7748995783912838,20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,"[QL] No sandbox token for request <QLThumbnailRequest vmware-usbarb-<*>.log>, it will probably fail"
Mac,0.6,ground-truth,7,0.7745966692414834,0.774468085106383,E312,1,64,385,448,0.7747252747252746,0.7747252747252746,0.7748995783912838,0.7748995783912838,20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,sigio_handler: sigio_handler_active != <*>
Mac,0.6,ground-truth,8,0.7745966692414834,0.774468085106383,E316,1,64,449,512,0.7747252747252746,0.7747252747252746,0.7748995783912838,0.7748995783912838,20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,5,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:<*>@<*> failed: [<*>] Network is down
Mac,0.6,ground-truth,9,0.7745966692414834,0.774468085106383,E313,1,64,513,576,0.7747252747252746,0.7747252747252746,0.7748995783912838,0.7748995783912838,20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}"
Mac,0.6,ground-truth,10,0.7745966692414834,0.774468085106383,E8,1,64,577,640,0.7747252747252746,0.7747252747252746,0.7748995783912838,0.7748995783912838,20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = <*> -- <*> ****
