dataset,target_score,construction_mode,selection_rank,requested_activation_ratio,activation_ratio,event_id,active,line_budget,start_line_id,end_line_id,requested_entropy_per_active_slot,target_entropy_per_active_slot,achieved_entropy_per_active_slot,ground_truth_group_ld,value_counts,placeholder_count,template
Zookeeper,0.6,ground-truth,1,0.7745966692414834,0.7631578947368421,E36,1,64,1,64,0.786206896551724,0.786206896551724,0.7861830303754327,0.7861830303754327,13 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,5,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), LEADING (my state)"
Zookeeper,0.6,ground-truth,2,0.7745966692414834,0.7631578947368421,E35,1,64,65,128,0.786206896551724,0.786206896551724,0.7861830303754327,0.7861830303754327,13 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,5,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LOOKING (n.state), <*> (n.sid), <*> (n.peerEPoch), FOLLOWING (my state)"
Zookeeper,0.6,ground-truth,3,0.7745966692414834,0.7631578947368421,E32,1,64,129,192,0.786206896551724,0.786206896551724,0.7861830303754327,0.7861830303754327,13 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,5,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), FOLLOWING (n.state), <*> (n.sid), <*> (n.peerEPoch), FOLLOWING (my state)"
Zookeeper,0.6,ground-truth,4,0.7745966692414834,0.7631578947368421,E8,1,64,193,256,0.786206896551724,0.786206896551724,0.7861830303754327,0.7861830303754327,13 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,3,Client attempting to renew session <*> at <*>:<*>
Zookeeper,0.6,ground-truth,5,0.7745966692414834,0.7631578947368421,E4,1,64,257,320,0.786206896551724,0.786206896551724,0.7861830303754327,0.7861830303754327,13 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,autopurge.snapRetainCount set to <*>
Zookeeper,0.6,ground-truth,6,0.7745966692414834,0.7631578947368421,E27,1,64,321,384,0.786206896551724,0.786206896551724,0.7861830303754327,0.7861830303754327,13 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,maxSessionTimeout set to <*>
Zookeeper,0.6,ground-truth,7,0.7745966692414834,0.7631578947368421,E39,1,64,385,448,0.786206896551724,0.786206896551724,0.7861830303754327,0.7861830303754327,13 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,Reading snapshot <*>
Zookeeper,0.6,ground-truth,8,0.7745966692414834,0.7631578947368421,E16,1,64,449,512,0.786206896551724,0.786206896551724,0.7861830303754327,0.7861830303754327,13 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,First is <*>
Zookeeper,0.6,ground-truth,9,0.7745966692414834,0.7631578947368421,E41,1,64,513,576,0.786206896551724,0.786206896551724,0.7861830303754327,0.7861830303754327,13 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,Revalidating client: <*>
Zookeeper,0.6,ground-truth,10,0.7745966692414834,0.7631578947368421,E5,1,64,577,640,0.786206896551724,0.786206896551724,0.7861830303754327,0.7861830303754327,13 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,3,Cannot open channel to <*> at election address <*>:<*>
Zookeeper,0.6,ground-truth,11,0.7745966692414834,0.7631578947368421,E31,1,64,641,704,0.786206896551724,0.786206896551724,0.7861830303754327,0.7861830303754327,13 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,Notification time out: <*>
Zookeeper,0.6,ground-truth,12,0.7745966692414834,0.7631578947368421,E48,1,64,705,768,0.786206896551724,0.786206896551724,0.7861830303754327,0.7861830303754327,13 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,tickTime set to <*>
Zookeeper,0.6,ground-truth,13,0.7745966692414834,0.7631578947368421,E21,1,64,769,832,0.786206896551724,0.786206896551724,0.7861830303754327,0.7861830303754327,13 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,7,Got user-level KeeperException when processing sessionid:<*> type:create cxid:<*> zxid:<*> txntype:<*> reqpath:<*> Error Path:<*> Error:KeeperErrorCode = NodeExists for <*>
