dataset,target_score,construction_mode,selection_rank,requested_activation_ratio,activation_ratio,event_id,active,line_budget,start_line_id,end_line_id,requested_entropy_per_active_slot,target_entropy_per_active_slot,achieved_entropy_per_active_slot,ground_truth_group_ld,value_counts,placeholder_count,template
Windows,0.4,ground-truth,1,0.6324555320336759,0.6333333333333333,E7,1,64,1,64,0.6315789473684211,0.6315789473684211,0.6314984107424495,0.6314984107424495,19 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2,3,<*> Performing <*> operations; <*> are not lock/unlock and follow:
Windows,0.4,ground-truth,2,0.6324555320336759,0.6333333333333333,E6,1,64,65,128,0.6315789473684211,0.6315789473684211,0.6314984107424495,0.6314984107424495,19 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2,3,<*> ICSITransaction::Commit calling IStorePendingTransaction::Apply - coldpatching=<*> applyflags=<*>
Windows,0.4,ground-truth,3,0.6324555320336759,0.6333333333333333,E30,1,64,129,192,0.6315789473684211,0.6315789473684211,0.6314984107424495,0.6314984107424495,19 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2,1,Reboot mark refs incremented to: <*>
Windows,0.4,ground-truth,4,0.6324555320336759,0.6333333333333333,E40,1,64,193,256,0.6315789473684211,0.6315789473684211,0.6314984107424495,0.6314984107424495,19 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2,1,SQM: Initializing online with Windows opt-in: <*>
Windows,0.4,ground-truth,5,0.6324555320336759,0.6333333333333333,E20,1,64,257,320,0.6315789473684211,0.6315789473684211,0.6314984107424495,0.6314984107424495,19 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2,1,Failed to get next element [HRESULT = <*> - CBS_E_MANIFEST_INVALID_ITEM]
Windows,0.4,ground-truth,6,0.6324555320336759,0.6333333333333333,E39,1,64,321,384,0.6315789473684211,0.6315789473684211,0.6314984107424495,0.6314984107424495,19 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2,3,"SQM: Failed to start upload with file pattern: <*>, flags: <*> [HRESULT = <*> - E_FAIL]"
Windows,0.4,ground-truth,7,0.6324555320336759,0.6333333333333333,E35,1,64,385,448,0.6315789473684211,0.6315789473684211,0.6314984107424495,0.6314984107424495,19 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2,1,Session: <*> initialized by client SPP.
Windows,0.4,ground-truth,8,0.6324555320336759,0.6333333333333333,E33,1,64,449,512,0.6315789473684211,0.6315789473684211,0.6314984107424495,0.6314984107424495,19 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2,1,"Scavenge: Completed, disposition: <*>"
Windows,0.4,ground-truth,9,0.6324555320336759,0.6333333333333333,E1,1,64,513,576,0.6315789473684211,0.6315789473684211,0.6314984107424495,0.6314984107424495,19 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2,4,"<*> Created NT transaction (seq <*>) result <*>, handle @<*>"
Windows,0.4,ground-truth,10,0.6324555320336759,0.6333333333333333,E31,1,64,577,640,0.6315789473684211,0.6315789473684211,0.6314984107424495,0.6314984107424495,19 3 3 3 3 3 3 3 3 3 2 2 2 2 2 2 2 2 2,1,Reboot mark refs: <*>
