dataset,target_score,construction_mode,selection_rank,requested_activation_ratio,activation_ratio,event_id,active,line_budget,start_line_id,end_line_id,requested_entropy_per_active_slot,target_entropy_per_active_slot,achieved_entropy_per_active_slot,ground_truth_group_ld,value_counts,placeholder_count,template
Hadoop,0.4,ground-truth,1,0.6324555320336759,0.6363636363636364,E71,1,64,1,64,0.6285714285714287,0.6285714285714287,0.6286303702666333,0.6286303702666333,28 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,Not uberizing <*> because: not enabled; too many maps; too much input;
Hadoop,0.4,ground-truth,2,0.6324555320336759,0.6363636363636364,E59,1,64,65,128,0.6285714285714287,0.6285714285714287,0.6286303702666333,0.6286303702666333,28 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,JVM with ID: <*> given task: <*>
Hadoop,0.4,ground-truth,3,0.6324555320336759,0.6363636363636364,E10,1,64,129,192,0.6285714285714287,0.6285714285714287,0.6286303702666333,0.6286303702666333,28 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,5,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>
Hadoop,0.4,ground-truth,4,0.6324555320336759,0.6363636363636364,E106,1,64,193,256,0.6285714285714287,0.6285714285714287,0.6286303702666333,0.6286303702666333,28 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,The job-conf file on the remote FS is <*>
Hadoop,0.4,ground-truth,5,0.6324555320336759,0.6363636363636364,E66,1,64,257,320,0.6285714285714287,0.6285714285714287,0.6286303702666333,0.6286303702666333,28 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,"maxContainerCapability: <memory:<*>, vCores:<*>"
Hadoop,0.4,ground-truth,6,0.6324555320336759,0.6363636363636364,E40,1,64,321,384,0.6285714285714287,0.6285714285714287,0.6286303702666333,0.6286303702666333,28 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,Error writing History Event: org.apache.hadoop.mapreduce.jobhistory.TaskAttemptUnsuccessfulCompletionEvent@<*>
Hadoop,0.4,ground-truth,7,0.6324555320336759,0.6363636363636364,E90,1,64,385,448,0.6285714285714287,0.6285714285714287,0.6286303702666333,0.6286303702666333,28 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,Resolved <*> to <*>
Hadoop,0.4,ground-truth,8,0.6324555320336759,0.6363636363636364,E8,1,64,449,512,0.6285714285714287,0.6285714285714287,0.6286303702666333,0.6286303702666333,28 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,adding path spec: <*>
Hadoop,0.4,ground-truth,9,0.6324555320336759,0.6363636363636364,E113,1,64,513,576,0.6285714285714287,0.6285714285714287,0.6286303702666333,0.6286303702666333,28 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,Web app <*> started at <*>
Hadoop,0.4,ground-truth,10,0.6324555320336759,0.6363636363636364,E22,1,64,577,640,0.6285714285714287,0.6285714285714287,0.6286303702666333,0.6286303702666333,28 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,ATTEMPT_START <*>
Hadoop,0.4,ground-truth,11,0.6324555320336759,0.6363636363636364,E25,1,64,641,704,0.6285714285714287,0.6285714285714287,0.6286303702666333,0.6286303702666333,28 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,blacklistDisablePercent is <*>
Hadoop,0.4,ground-truth,12,0.6324555320336759,0.6363636363636364,E23,1,64,705,768,0.6285714285714287,0.6285714285714287,0.6286303702666333,0.6286303702666333,28 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,Auth successful for <*> (auth:SIMPLE)
