dataset,target_score,construction_mode,selection_rank,requested_activation_ratio,activation_ratio,event_id,active,line_budget,start_line_id,end_line_id,requested_entropy_per_active_slot,target_entropy_per_active_slot,achieved_entropy_per_active_slot,ground_truth_group_ld,value_counts,placeholder_count,template
Spark,0.9,ground-truth,1,0.9486832980505138,0.9583333333333334,E27,1,64,1,64,0.9391304347826087,0.9391304347826087,0.9387766275928997,0.9387766275928997,6 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,Server created on <*>
Spark,0.9,ground-truth,2,0.9486832980505138,0.9583333333333334,E23,1,64,65,128,0.9391304347826087,0.9391304347826087,0.9387766275928997,0.9387766275928997,6 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,Remoting started; listening on addresses :[akka.tcp://<*>]
Spark,0.9,ground-truth,3,0.9486832980505138,0.9583333333333334,E29,1,64,129,192,0.9391304347826087,0.9391304347826087,0.9387766275928997,0.9387766275928997,6 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,Started reading broadcast variable <*>
Spark,0.9,ground-truth,4,0.9486832980505138,0.9583333333333334,E18,1,64,193,256,0.9391304347826087,0.9391304347826087,0.9387766275928997,0.9387766275928997,6 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,MemoryStore started with capacity <*> GB
Spark,0.9,ground-truth,5,0.9486832980505138,0.9583333333333334,E4,1,64,257,320,0.9391304347826087,0.9391304347826087,0.9387766275928997,0.9387766275928997,6 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,Changing modify acls to: <*>
Spark,0.9,ground-truth,6,0.9486832980505138,0.9583333333333334,E24,1,64,321,384,0.9391304347826087,0.9391304347826087,0.9387766275928997,0.9387766275928997,6 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,3,Running task <*> in stage <*> (TID <*>)
Spark,0.9,ground-truth,7,0.9486832980505138,0.9583333333333334,E1,1,64,385,448,0.9391304347826087,0.9391304347826087,0.9387766275928997,0.9387766275928997,6 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,<*>: Committed
Spark,0.9,ground-truth,8,0.9486832980505138,0.9583333333333334,E10,1,64,449,512,0.9391304347826087,0.9391304347826087,0.9387766275928997,0.9387766275928997,6 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,Found block <*> locally
Spark,0.9,ground-truth,9,0.9486832980505138,0.9583333333333334,E30,1,64,513,576,0.9391304347826087,0.9391304347826087,0.9387766275928997,0.9387766275928997,6 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,2,Starting executor ID <*> on host <*>
Spark,0.9,ground-truth,10,0.9486832980505138,0.9583333333333334,E8,1,64,577,640,0.9391304347826087,0.9391304347826087,0.9387766275928997,0.9387766275928997,6 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,1,File Output Committer Algorithm version is <*>
